id,Name,Position,Team,ADP,rank,Id
3349f39b-9dd6-42f3-a50c-8f7e8134d2bf,Theo Johnson,TE,NYG,211.3,221.42857142857142,
664c1862-20fe-40a8-ac7e-ff868858dcb9,MarShawn Lloyd,RB,GB,214.8,221.57142857142858,
e62e6781-add8-4eaa-9713-1448b8ff72a5,Elic Ayomanor,WR,TEN,211.5,225.14285714285714,
d49688f7-ce90-44b2-99ee-0b1c78eec8f3,Andrei Iosivas,WR,CIN,205.7,226.85714285714286,
5938bf65-bd79-454f-921a-94d0b1a4c3b4,Dontayvion Wicks,WR,GB,215.1,228.28571428571428,
0b920098-c972-4e90-9e89-7430232e7567,Daniel Jones,QB,IND,213.3,229.85714285714286,
9d27c511-89bc-4129-a079-334b7b3be97f,Tyler Shough,QB,NO,214.8,230.14285714285714,
0e7d3cb4-f568-41e0-88e6-7812989ae958,Jaxson Dart,QB,NYG,212.1,230.14285714285714,
edeb9b06-d0b7-44cc-ac47-971fa68ff0a6,Brashard Smith,RB,KC,206.8,231.28571428571428,
c52baf98-fb75-4227-9701-7b1b57eea6f7,Devaughn Vele,WR,DEN,215.8,231.57142857142858,
ec3a92be-ca46-44e1-8263-9c184ba313c1,Troy Franklin,WR,DEN,213.6,237.0,
3b1286b8-e246-4287-a2f9-e044620d4180,Savion Williams,WR,GB,215.9,238.14285714285714,
840278ec-0ad5-4ba3-923e-2dda905a735f,Roman Wilson,WR,PIT,214.5,242.85714285714286,
5f9ab9ae-8374-4dca-8ff1-660f399c587c,Kendre Miller,RB,NO,215.4,246.14285714285714,
513473ee-8e3f-48d1-a0fc-a4f77bc195b9,Quinshon Judkins,RB,CLE,149.9,256.2857142857143,
,Terrance Ferguson,TE,LAR,224.0,210.0,5d5c4fb2-51dc-40da-9f65-785ee09f784e
,Jordan Whittington,WR,LAR,223.0,180.0,b8b2120d-d09f-4467-b7fc-3e9c32df9f5a
,Jaylin Lane,WR,WAS,229.0,200.0,c76c03d8-1795-4ef9-a2cf-ee0f10c4bc4f
,Zay Jones,WR,AZ,229.0,216.0,997e7ceb-de79-49aa-905d-71ee7c61c946
