"Name","Team","Position","ETR Rank","ETR Pos Rank","ADP","ADP Pos Rank","ADP Differential","Id"
"Mark Andrews","BAL","TE","26","TE2","29.3","TE2","3.3","820699"
"Josh Jacobs","LV","RB","27","RB8","27.2","RB8","0.2","944416"
"Keenan Allen","LAC","WR","28","WR15","31.2","WR17","3.2","557210"
"Calvin Ridley","JAX","WR","29","WR16","24.7","WR14","-4.3","884013"
"Deebo Samuel","SF","WR","30","WR17","34.6","WR18","4.6","835749"
"Lamar Jackson","BAL","QB","31","QB4","31.8","QB4","0.8","877745"
"Jahmyr Gibbs","DET","RB","32","RB9","29.0","RB9","-3.0","1214154"
"DK Metcalf","SEA","WR","33","WR18","29.9","WR16","-3.1","945633"
"Amari Cooper","CLE","WR","34","WR19","36.4","WR19","2.4","650914"
"DeAndre Hopkins","TEN","WR","35","WR20","42.3","WR21","7.3","560241"
"Rhamondre Stevenson","NE","RB","36","RB10","36.9","RB11","0.9","1174682"
"Mike Williams","LAC","WR","37","WR21","42.7","WR22","5.7","733754"
"Travis Etienne","JAX","RB","38","RB11","37.5","RB12","-0.5","978577"
"Joe Burrow","CIN","QB","39","QB5","46.7","QB6","7.7","878785"
"Joe Mixon","CIN","RB","40","RB12","38.0","RB13","-2.0","820727"
"Christian Kirk","JAX","WR","41","WR22","49.2","WR24","8.2","865801"
"Breece Hall","NYJ","RB","42","RB13","50.2","RB16","8.2","1162537"
"T.J. Hockenson","MIN","TE","43","TE3","54.5","TE4","11.5","923915"
"Drake London","ATL","WR","44","WR23","52.1","WR25","8.1","1178741"
"Justin Fields","CHI","QB","45","QB6","39.3","QB5","-5.7","1110681"
"Kenneth Walker","SEA","RB","46","RB14","51.5","RB17","5.5","1164402"
"Aaron Jones","GB","RB","47","RB15","46.0","RB15","-1.0","741314"
"Christian Watson","GB","WR","48","WR24","44.5","WR23","-3.5","1067918"
"Alexander Mattison","MIN","RB","49","RB16","61.1","RB19","12.1","944343"
"Najee Harris","PIT","RB","50","RB17","43.7","RB14","-6.3","973964"
"Justin Herbert","LAC","QB","51","QB7","50.0","QB7","-1.0","910562"
"D.J. Moore","CHI","WR","52","WR25","39.2","WR20","-12.8","877790"
"Chris Godwin","TB","WR","53","WR26","64.3","WR33","11.3","835127"
"Diontae Johnson","PIT","WR","54","WR27","56.0","WR28","2.0","891115"
"Terry McLaurin","WAS","WR","55","WR28","62.1","WR30","7.1","836116"
"Brandon Aiyuk","SF","WR","56","WR29","55.6","WR27","-0.4","1107034"
"Darren Waller","NYG","TE","57","TE4","47.6","TE3","-9.4","600191"
"Dameon Pierce","HOU","RB","58","RB18","61.0","RB18","3.0","1108998"
"George Kittle","SF","TE","59","TE5","64.5","TE5","5.5","733672"
"Tyler Lockett","SEA","WR","60","WR30","63.4","WR32","3.4","605242"
"Marquise Brown","ARI","WR","61","WR31","78.7","WR38","17.7","976220"
"J.K. Dobbins","BAL","RB","62","RB19","69.6","RB22","7.6","976513"
"Jerry Jeudy","DEN","WR","63","WR32","59.0","WR29","-4.0","973935"
"Jordan Addison","MIN","WR","64","WR33","75.6","WR36","11.6","1214250"
"Mike Evans","TB","WR","65","WR34","72.0","WR35","7.0","593587"
"Michael Pittman","IND","WR","66","WR35","80.4","WR39","14.4","911348"
"Jahan Dotson","WAS","WR","67","WR36","66.6","WR34","-0.4","1121878"
"Javonte Williams","DEN","RB","68","RB20","72.6","RB24","4.6","1107881"
"Deshaun Watson","CLE","QB","69","QB8","88.7","QB9","19.7","828743"
"James Cook","BUF","RB","70","RB21","62.7","RB20","-7.3","1131012"
"Dallas Goedert","PHI","TE","71","TE6","73.6","TE6","2.6","791365"
"Jaxon Smith-Njigba","SEA","WR","72","WR37","84.7","WR41","12.7","1214087"
"George Pickens","PIT","WR","73","WR38","55.2","WR26","-17.8","1172053"
"Jonathan Taylor","IND","RB","74","RB22","34.3","RB10","-39.7","1065406"
"Kyle Pitts","ATL","TE","75","TE7","81.4","TE7","6.4","1123026"
"Cam Akers","LAR","RB","76","RB23","68.2","RB21","-7.8","976251"
"Brandin Cooks","DAL","WR","77","WR39","84.3","WR40","7.3","607864"
"Trevor Lawrence","JAX","QB","78","QB9","60.0","QB8","-18.0","1110711"
"Miles Sanders","CAR","RB","79","RB24","83.3","RB28","4.3","924261"
"Gabe Davis","BUF","WR","80","WR40","62.4","WR31","-17.6","976761"
"David Montgomery","DET","RB","81","RB25","85.9","RB29","4.9","946739"
"Courtland Sutton","DEN","WR","82","WR41","85.9","WR42","3.9","838878"
"Zay Flowers","BAL","WR","83","WR42","76.2","WR37","-6.8","1177053"
"Rachaad White","TB","RB","84","RB26","77.3","RB26","-6.7","1229343"
"D'Andre Swift","PHI","RB","85","RB27","75.9","RB25","-9.1","1069808"
"Quentin Johnston","LAC","WR","86","WR43","92.0","WR44","6.0","1213865"
"Alvin Kamara","NO","RB","87","RB28","79.2","RB27","-7.8","750846"
"Daniel Jones","NYG","QB","88","QB10","102.8","QB13","14.8","879981"
"Tua Tagovailoa","MIA","QB","89","QB11","92.3","QB10","3.3","973947"
"Dalvin Cook","NYJ","RB","90","RB29","90.6","RB32","0.6","824080"
"Evan Engram","JAX","TE","91","TE8","92.1","TE8","1.1","749185"
"Treylon Burks","TEN","WR","92","WR44","114.2","WR51","22.2","1172024"
"Isiah Pacheco","KC","RB","93","RB30","90.3","RB31","-2.7","1106832"
"Anthony Richardson","IND","QB","94","QB12","104.1","QB14","10.1","1215022"
"Pat Freiermuth","PIT","TE","95","TE9","108.4","TE10","13.4","1116662"
"Kirk Cousins","MIN","QB","96","QB13","101.2","QB12","5.2","403308"
"James Conner","ARI","RB","97","RB31","70.0","RB23","-27.0","742390"
"Elijah Moore","CLE","WR","98","WR45","97.7","WR46","-0.3","1128783"
"Skyy Moore","KC","WR","99","WR46","94.0","WR45","-5.0","1176730"
"Michael Thomas","NO","WR","100","WR47","87.2","WR43","-12.8","653699"
"Dak Prescott","DAL","QB","101","QB14","98.2","QB11","-2.8","591816"
"JuJu Smith-Schuster","NE","WR","102","WR48","120.2","WR53","18.2","835909"
"Antonio Gibson","WAS","RB","103","RB32","102.2","RB34","-0.8","1107826"
"Tyler Boyd","CIN","WR","104","WR49","125.3","WR56","21.3","742387"
"Jakobi Meyers","LV","WR","105","WR50","132.9","WR58","27.9","880151"
"Rashod Bateman","BAL","WR","106","WR51","106.4","WR49","0.4","1108208"
"Kadarius Toney","KC","WR","107","WR52","105.9","WR48","-1.1","974825"
"Khalil Herbert","CHI","RB","108","RB33","89.6","RB30","-18.4","935104"
"Brian Robinson","WAS","RB","109","RB34","98.6","RB33","-10.4","973966"
"A.J. Dillon","GB","RB","110","RB35","107.4","RB35","-2.6","1060545"
"Zay Jones","JAX","WR","111","WR53","123.4","WR55","12.4","746491"
"David Njoku","CLE","TE","112","TE10","107.7","TE9","-4.3","832098"
"Allen Lazard","NYJ","WR","113","WR54","120.3","WR54","7.3","837958"
"Geno Smith","SEA","QB","114","QB15","111.4","QB15","-2.6","513856"
"Zach Charbonnet","SEA","RB","115","RB36","112.1","RB36","-2.9","1164530"
"Aaron Rodgers","NYJ","QB","116","QB16","111.6","QB16","-4.4","213957"
"Samaje Perine","DEN","RB","117","RB37","119.5","RB40","2.5","820734"
"Dalton Kincaid","BUF","TE","118","TE11","109.9","TE11","-8.1","1135513"
"Jaylen Warren","PIT","RB","119","RB38","118.8","RB39","-0.2","1176443"
"Nico Collins","HOU","WR","120","WR55","117.1","WR52","-2.9","1074698"
"Romeo Doubs","GB","WR","121","WR56","111.1","WR50","-9.9","1122653"
"Odell Beckham","BAL","WR","122","WR57","101.6","WR47","-20.4","589984"
"Jerick McKinnon","KC","RB","123","RB39","116.9","RB38","-6.1","563824"
"Dalton Schultz","HOU","TE","124","TE12","128.4","TE12","4.4","830523"
"Tyler Higbee","LAR","TE","125","TE13","135.7","TE14","10.7","604176"
"Jared Goff","DET","QB","126","QB17","121.7","QB17","-4.3","727837"
"Darnell Mooney","CHI","WR","127","WR58","148.7","WR64","21.7","912027"
"Marquez Valdes-Scantling","KC","WR","128","WR59","138.8","WR61","10.8","742382"
"Marvin Mims","DEN","WR","129","WR60","138.4","WR59","9.4","1213799"
"Chigoziem Okonkwo","TEN","TE","130","TE14","155.5","TE18","25.5","1106374"
"Russell Wilson","DEN","QB","131","QB18","134.4","QB19","3.4","401534"
"Jayden Reed","GB","WR","132","WR61","169.1","WR72","37.1","1123398"
"Gerald Everett","LAC","TE","133","TE15","145.5","TE16","12.5","838487"
"Elijah Mitchell","SF","RB","134","RB40","142.7","RB46","8.7","1050833"
"Sam LaPorta","DET","TE","135","TE16","129.7","TE13","-5.3","1168926"
"Tank Bigsby","JAX","RB","136","RB41","121.1","RB41","-14.9","1215035"
"K.J. Osborn","MIN","WR","137","WR62","138.7","WR60","1.7","881058"
"Van Jefferson","LAR","WR","138","WR63","168.4","WR71","30.4","884080"
"Adam Thielen","CAR","WR","139","WR64","144.2","WR63","5.2","733643"
"Rashee Rice","KC","WR","140","WR65","129.7","WR57","-10.3","1173538"
"D.J. Chark","CAR","WR","141","WR66","173.7","WR73","32.7","822008"
"Kenny Pickett","PIT","QB","142","QB19","139.2","QB20","-2.8","976924"
"Rondale Moore","ARI","WR","143","WR67","148.8","WR65","5.8","1130270"
"Greg Dulcich","DEN","TE","144","TE17","165.9","TE20","21.9","1128085"
"De'Von Achane","MIA","RB","145","RB42","142.3","RB45","-2.7","1231820"
"Jonathan Mingo","CAR","WR","146","WR68","163.4","WR70","17.4","1176782"
"Michael Gallup","DAL","WR","147","WR69","156.6","WR67","9.6","912070"
"Raheem Mostert","MIA","RB","148","RB43","130.5","RB42","-17.5","606501"
"Jake Ferguson","DAL","TE","149","TE18","160.1","TE19","11.1","1065361"
"Irv Smith","CIN","TE","150","TE19","168.7","TE22","18.7","944428"
"Derek Carr","NO","QB","151","QB20","134.0","QB18","-17.0","496083"
"Sam Howell","WAS","QB","152","QB21","156.2","QB23","4.2","1168245"
"Juwan Johnson","NO","TE","153","TE20","149.7","TE17","-3.3","884609"
"Curtis Samuel","WAS","WR","154","WR70","175.4","WR74","21.4","821389"
"Damien Harris","BUF","RB","155","RB44","156.0","RB49","1.0","884014"
"Kenneth Gainwell","PHI","RB","156","RB45","150.0","RB48","-6.0","1130705"
"Jameson Williams","DET","WR","157","WR71","141.1","WR62","-15.9","1175184"
"Luke Musgrave","GB","TE","158","TE21","166.8","TE21","8.8","1179790"
"Rashaad Penny","PHI","RB","159","RB46","132.8","RB43","-26.2","840691"
"Isaiah Hodgins","NYG","WR","160","WR72","152.8","WR66","-7.2","975387"
"Hunter Renfrow","LV","WR","161","WR73","197.7","WR81","36.7","841649"
"Jamaal Williams","NO","RB","162","RB47","115.1","RB37","-46.9","695311"
"Tyjae Spears","TEN","RB","163","RB48","161.7","RB51","-1.3","1169430"
"Tyler Allgeier","ATL","RB","164","RB49","147.6","RB47","-16.4","1131198"
"Dawson Knox","BUF","TE","165","TE22","180.0","TE23","15.0","884083"
"Matthew Stafford","LAR","QB","166","QB22","158.6","QB24","-7.4","323205"
"Brock Purdy","SF","QB","167","QB23","146.2","QB22","-20.8","1121761"
"Jimmy Garoppolo","LV","QB","168","QB24","182.6","QB27","14.6","555358"
"Jeffery Wilson","MIA","RB","169","RB50","174.6","RB53","5.6","834195"
"Mecole Hardman","NYJ","WR","170","WR74","193.7","WR80","23.7","922026"
"Donovan Peoples-Jones","CLE","WR","171","WR75","163.3","WR69","-7.7","1050234"
"Alec Pierce","IND","WR","172","WR76","175.8","WR75","3.8","1107027"
"Cole Kmet","CHI","TE","173","TE23","140.3","TE15","-32.7","1066765"
"Roschon Johnson","CHI","RB","174","RB51","161.4","RB50","-12.6","1163265"
"Jordan Love","GB","QB","175","QB25","142.7","QB21","-32.3","912137"
"Hayden Hurst","CAR","TE","176","TE24","202.3","TE28","26.3","881956"
"Jalin Hyatt","NYG","WR","177","WR77","160.1","WR68","-16.9","1232892"
"Rashid Shaheed","NO","WR","178","WR78","189.6","WR78","11.6","923412"
"Devin Singletary","HOU","RB","179","RB52","177.9","RB54","-1.1","916466"
"Kendre Miller","NO","RB","180","RB53","171.6","RB52","-8.4","1213867"
"Bryce Young","CAR","QB","181","QB26","175.5","QB26","-5.5","1213257"
"Ryan Tannehill","TEN","QB","182","QB27","198.6","QB30","16.6","380960"
"Hunter Henry","NE","TE","183","TE25","192.9","TE26","9.9","744425"
"Ezekiel Elliott","NE","RB","184","RB54","141.6","RB44","-42.4","728338"
"Chuba Hubbard","CAR","RB","185","RB55","192.6","RB60","7.6","1062047"
"Kyler Murray","ARI","QB","186","QB28","174.9","QB25","-11.1","879799"
"Darius Slayton","NYG","WR","187","WR79","202.4","WR83","15.4","880557"
"Michael Wilson","ARI","WR","188","WR80","211.5","WR87","23.5","1123529"
"Ty Chandler","MIN","RB","189","RB56","197.2","RB61","8.2","1059576"
"DeVante Parker","NE","WR","190","WR81","190.5","WR79","0.5","602241"
"Mac Jones","NE","QB","191","QB29","198.1","QB29","7.1","973945"
"Tyler Conklin","NYJ","TE","192","TE26","197.9","TE27","5.9","861278"
"C.J. Stroud","HOU","QB","193","QB30","191.3","QB28","-1.7","1214084"
"Josh Palmer","LAC","WR","194","WR82","209.2","WR86","15.2","1059612"
"Nathaniel Dell","HOU","WR","195","WR83","185.1","WR76","-9.9","1128222"
"Josh Downs","IND","WR","196","WR84","217.6","WR90","21.6","1215077"
"Clyde Edwards-Helaire","KC","RB","197","RB57","203.4","RB64","6.4","976650"
"Kareem Hunt","FA","RB","198","RB58","201.7","RB63","3.7","746613"
"Kyren Williams","LAR","RB","199","RB59","218.1","RB66","19.1","1167361"
"Michael Mayer","LV","TE","200","TE27","190.7","TE25","-9.3","1232592"
"Jerome Ford","CLE","RB","201","RB60","197.4","RB62","-3.6","1125737"
"Joshua Kelley","LAC","RB","202","RB61","220.9","RB70","18.9","878371"
"Trey McBride","ARI","TE","203","TE28","223.3","TE34","20.3","1108161"
"Allen Robinson","PIT","WR","204","WR85","224.1","WR95","20.1","609496"
"D'Onta Foreman","CHI","RB","205","RB62","183.1","RB57","-21.9","835443"
"Chase Claypool","CHI","WR","206","WR86","220.9","WR92","14.9","946094"
"Robert Woods","HOU","WR","207","WR87","213.7","WR88","6.7","555693"
"Noah Fant","SEA","TE","208","TE29","219.5","TE33","11.5","923911"
"Parris Campbell","NYG","WR","209","WR88","201.2","WR82","-7.8","836104"
"Gus Edwards","BAL","RB","210","RB63","188.9","RB58","-21.1","739799"
"Mike Gesicki","NE","TE","211","TE30","218.4","TE32","7.4","836152"
"Richie James","KC","WR","212","WR89","187.4","WR77","-24.6","822644"
"Taysom Hill","NO","TE","213","TE31","187.6","TE24","-25.4","503184"
"Wan'Dale Robinson","NYG","WR","214","WR90","228.6","WR118","14.6","1164875"
"Leonard Fournette","FA","RB","215","RB64","223.3","RB71","8.3","822013"
"Tutu Atwell","LAR","WR","216","WR91","229.2","WR120","13.2","1106760"
"Zamir White","LV","RB","217","RB65","182.2","RB56","-34.8","1110697"
"Chris Evans","CIN","RB","218","RB66","219.3","RB67","1.3","946019"
"John Metchie","HOU","WR","219","WR92","207.2","WR85","-11.8","1160348"
"Kendrick Bourne","NE","WR","220","WR93","228.0","WR113","8.0","754412"
"Cade Otton","TB","TE","221","TE32","213.1","TE30","-7.9","1049263"
"Isaiah Likely","BAL","TE","222","TE33","210.2","TE29","-11.8","1125111"
"Pierre Strong","CLE","RB","223","RB67","226.8","RB80","3.8","1050335"
"Desmond Ridder","ATL","QB","224","QB31","200.6","QB31","-23.4","1059684"
"Evan Hull","IND","RB","225","RB68","220.7","RB69","-4.3","1173266"
"Marvin Jones","DET","WR","226","WR94","217.0","WR89","-9.0","461620"
"Zach Ertz","ARI","TE","227","TE34","214.9","TE31","-12.1","503177"
"Sean Tucker","TB","RB","228","RB69","240.0","RB90","12.0",
"Deuce Vaughn","DAL","RB","229","RB70","179.1","RB55","-49.9","1228925"
"Cordarrelle Patterson","ATL","RB","230","RB71","214.4","RB65","-15.6","690153"
"Terrace Marshall","CAR","WR","231","WR95","228.2","WR115","-2.8","1109285"
"Josh Reynolds","DET","WR","232","WR96","229.2","WR121","-2.8","822367"
"Tyquan Thornton","NE","WR","233","WR97","226.2","WR99","-6.8","1110301"
"Baker Mayfield","TB","QB","234","QB32","207.7","QB32","-26.3","748070"
"Deon Jackson","IND","RB","235","RB72","192.0","RB59","-43.0","1056950"
"Puka Nacua","LAR","WR","236","WR98","226.7","WR104","-9.3","1162128"
"Mack Hollins","ATL","WR","237","WR99","222.1","WR94","-14.9","702808"
"Keaontay Ingram","ARI","RB","238","RB73","228.6","RB87","-9.4","1125882"
"Randall Cobb","NYJ","WR","239","WR100","225.6","WR96","-13.4","465949"
"Latavius Murray","BUF","RB","240","RB74","224.8","RB74","-15.2","467405"
"Chase Brown","CIN","RB","241","RB75","220.3","RB68","-20.7","1123379"
"Cedric Tillman","CLE","WR","242","WR101","227.4","WR108","-14.6","1124664"
"Durham Smythe","MIA","TE","243","TE35","228.1","TE41","-14.9","749968"
"Chris Rodriguez","WAS","RB","244","RB76","225.4","RB75","-18.6","1113403"
"Quez Watkins","PHI","WR","245","WR102","228.4","WR116","-16.6","949134"
"Deonte Harty","BUF","WR","246","WR103","228.2","WR114","-17.8","1166545"
"Austin Hooper","LV","TE","247","TE36","229.1","TE46","-17.9","739424"
"Zack Moss","IND","RB","248","RB77","223.9","RB72","-24.1","913170"
"Demario Douglas","NE","WR","249","WR104","228.5","WR117","-20.5","1175693"
"Kalif Raymond","DET","WR","250","WR105","227.8","WR110","-22.2","692660"
"Noah Brown","HOU","WR","251","WR106","225.7","WR97","-25.3","836103"
"Julio Jones","FA","WR","252","WR107","240.0","WR124","-12.0","456614"
"JaMycal Hasty","JAX","RB","253","RB78","225.5","RB76","-27.5","886641"
"Rico Dowdle","DAL","RB","254","RB79","227.7","RB85","-26.3","933480"
"Trent Sherfield","BUF","WR","255","WR108","228.0","WR112","-27.0","835861"
"Foster Moreau","NO","TE","256","TE37","228.5","TE44","-27.5","865573"
"Matt Breida","NYG","RB","257","RB80","227.9","RB86","-29.1","750097"
"Logan Thomas","WAS","TE","258","TE38","229.6","TE49","-28.4","507528"
"Luke Schoonmaker","DAL","TE","259","TE39","227.8","TE39","-31.2","1130242"
"Khalil Shakir","BUF","WR","260","WR109","221.6","WR93","-38.4","1130603"
"Raheem Blackshear","CAR","RB","261","RB81","227.4","RB83","-33.6","1068724"
"Kene Nwangwu","MIN","RB","262","RB82","229.7","RB88","-32.3","946748"
"Jauan Jennings","SF","WR","263","WR110","226.6","WR102","-36.4","867009"
"Jelani Woods","IND","TE","264","TE40","229.0","TE45","-35.0","975503"
"Jamal Agnew","JAX","WR","265","WR111","226.0","WR98","-39.0","752646"
"Laviska Shenault","CAR","WR","266","WR112","228.0","WR111","-38.0","1061929"
"Jarvis Landry","FA","WR","267","WR113","240.0","WR124","-27.0","589991"
"Greg Dortch","ARI","WR","268","WR114","226.6","WR103","-41.4","910852"
"Trayveon Williams","CIN","RB","269","RB83","230.8","RB89","-38.2","910605"
"Devin Duvernay","BAL","WR","270","WR115","226.5","WR100","-43.5","920756"
"Michael Carter","NYJ","RB","271","RB84","226.8","RB79","-44.2","976329"
"Kyle Philips","TEN","WR","272","WR116","229.9","WR123","-42.1","1128108"
"Zach Evans","LAR","RB","273","RB85","227.4","RB84","-45.6","1215792"
"Donald Parham","LAC","TE","274","TE41","227.7","TE38","-46.3","875649"
"Tommy Tremble","CAR","TE","275","TE42","228.2","TE42","-46.8","1130555"
"Adam Trautman","DEN","TE","276","TE43","227.2","TE37","-48.8","875444"
"Will Dissly","SEA","TE","277","TE44","225.8","TE35","-51.2","837806"
"J.D. McKissic","FA","RB","278","RB86","240.0","RB90","-38.0","608353"
"Nick Westbrook-Ikhine","TEN","WR","279","WR117","227.7","WR109","-51.3","883259"
"Noah Gray","KC","TE","280","TE45","230.5","TE50","-49.5","1056981"
"Daniel Bellinger","NYG","TE","281","TE46","229.3","TE47","-51.7","1122035"
"Teagan Quitoriano","HOU","TE","282","TE47","240.0","TE51","-42.0","1128538"
"Kylen Granson","IND","TE","283","TE48","228.5","TE43","-54.5","921050"
"Chase Edmonds","TB","RB","284","RB87","226.7","RB78","-57.3","832900"
"Eric Gray","NYG","RB","285","RB88","227.3","RB82","-57.7","1161798"
"Demarcus Robinson","BAL","WR","286","WR118","226.9","WR105","-59.1","727279"
"Sterling Shepard","NYG","WR","287","WR119","228.9","WR119","-58.1","691278"
"C.J. Uzomah","NYJ","TE","288","TE49","226.5","TE36","-61.5","593305"
"Calvin Austin","PIT","WR","289","WR120","220.4","WR91","-68.6","1062765"
"Jonnu Smith","ATL","TE","290","TE50","229.4","TE48","-60.6","743749"
"Olamide Zaccheaus","PHI","WR","291","WR121","227.3","WR107","-63.7","883976"
"Ameer Abdullah","LV","RB","292","RB89","226.9","RB81","-65.1","590796"
"Tyler Scott","CHI","WR","293","WR122","229.7","WR122","-63.3","1214112"
"Ke'Shawn Vaughn","TB","RB","294","RB90","226.2","RB77","-67.8","877807"
"Justyn Ross","KC","WR","295","WR123","206.9","WR84","-88.1","1110725"
"Cedrick Wilson","MIA","WR","296","WR124","226.6","WR101","-69.4","912061"
"Ben Skowronek","LAR","WR","297","WR125","227.0","WR106","-70.0","920944"
"Josh Oliver","MIN","TE","298","TE51","228.0","TE40","-70.0","881779"
"Snoop Conner","JAX","RB","299","RB91","224.2","RB73","-74.8","1161114"
"Harrison Bryant","CLE","TE","300","TE52","240.0","TE51","-60.0","916467"
