Id,Name,Name,Position,Team,ADP,rank
978577,Travis Etienne,Travis Etienne,RB,JAX,37.5,38.28888888888889
1162537,Breece Hall,Breece Hall,RB,NYJ,50.2,39.044444444444444
650914,Amari Cooper,Amari Cooper,WR,CLE,36.4,42.51111111111111
1178741,Drake London,Drake London,WR,ATL,52.1,43.55555555555556
1067918,Christian Watson,Christian Watson,WR,GB,44.5,44.599999999999994
878785,Joe Burrow,Joe Burrow,QB,CIN,46.7,45.28888888888889
560241,DeAndre Hopkins,DeAndre Hopkins,WR,ARI,42.3,45.599999999999994
1110681,Justin Fields,Justin Fields,QB,CHI,39.3,46.55555555555556
923915,T.J. Hockenson,T.J. Hockenson,TE,MIN,54.5,48.84444444444445
733754,Mike Williams,Mike Williams,WR,LAC,42.7,49.666666666666664
910562,Justin Herbert,Justin Herbert,QB,LAC,50.0,51.82222222222222
877790,DJ Moore,DJ Moore,WR,CHI,39.2,51.93333333333333
820727,Joe Mixon,Joe Mixon,RB,CIN,38.0,52.22222222222222
1107034,Brandon Aiyuk,Brandon Aiyuk,WR,SF,55.6,52.51111111111111
1164402,Kenneth Walker,Kenneth Walker,RB,SEA,51.5,52.82222222222222
835127,Chris Godwin,Chris Godwin,WR,TB,64.3,55.28888888888889
891115,Diontae Johnson,Diontae Johnson,WR,PIT,56.0,55.48888888888889
741314,Aaron Jones,Aaron Jones,RB,GB,46.0,55.733333333333334
836116,Terry McLaurin,Terry McLaurin,WR,WAS,62.1,55.888888888888886
865801,Christian Kirk,Christian Kirk,WR,JAX,49.2,57.28888888888889
973964,Najee Harris,Najee Harris,RB,PIT,43.7,57.48888888888889
733672,George Kittle,George Kittle,TE,SF,64.5,63.44444444444444
976513,J.K. Dobbins,J.K. Dobbins,RB,BAL,69.6,63.55555555555556
605242,Tyler Lockett,Tyler Lockett,WR,SEA,63.4,63.71111111111111
973935,Jerry Jeudy,Jerry Jeudy,WR,DEN,59.0,63.82222222222222
944343,Alexander Mattison,Alexander Mattison,RB,MIN,61.1,64.77777777777777
1108998,Dameon Pierce,Dameon Pierce,RB,HOU,61.0,65.4
1121878,Jahan Dotson,Jahan Dotson,WR,WAS,66.6,66.11111111111111
593587,Mike Evans,Mike Evans,WR,TB,72.0,67.66666666666667
600191,Darren Waller,Darren Waller,TE,NYG,47.6,69.06666666666666
1172053,George Pickens,George Pickens,WR,PIT,55.2,71.28888888888889
976220,Marquise Brown,Marquise Brown,WR,ARI,78.7,71.88888888888889
1214087,Jaxon Smith-Njigba,Jaxon Smith-Njigba,WR,SEA,84.7,71.93333333333334
1214250,Jordan Addison,Jordan Addison,WR,MIN,75.6,72.28888888888889
1131012,James Cook,James Cook,RB,BUF,62.7,72.28888888888889
1065406,Jonathan Taylor,Jonathan Taylor,RB,IND,34.3,73.4
1107881,Javonte Williams,Javonte Williams,RB,DEN,72.6,74.0
911348,Michael Pittman,Michael Pittman,WR,IND,80.4,74.82222222222222
1123026,Kyle Pitts,Kyle Pitts,TE,ATL,81.4,75.0
791365,Dallas Goedert,Dallas Goedert,TE,PHI,73.6,76.4
1110711,Trevor Lawrence,Trevor Lawrence,QB,JAX,60.0,76.73333333333333
976251,Cam Akers,Cam Akers,RB,LA,68.2,83.4
1213865,Quentin Johnston,Quentin Johnston,WR,LAC,92.0,83.71111111111111
976761,Gabe Davis,Gabe Davis,WR,BUF,62.4,84.66666666666667
1177053,Zay Flowers,Zay Flowers,WR,BAL,76.2,85.66666666666667
828743,Deshaun Watson,Deshaun Watson,QB,CLE,88.7,85.73333333333333
924261,Miles Sanders,Miles Sanders,RB,CAR,83.3,86.11111111111111
1069808,D'Andre Swift,D'Andre Swift,RB,PHI,75.9,86.33333333333333
607864,Brandin Cooks,Brandin Cooks,WR,DAL,84.3,87.22222222222223
946739,David Montgomery,David Montgomery,RB,DET,85.9,88.93333333333334
1229343,Rachaad White,Rachaad White,RB,TB,77.3,91.48888888888888
1172024,Treylon Burks,Treylon Burks,WR,TEN,114.2,94.73333333333333
973947,Tua Tagovailoa,Tua Tagovailoa,QB,MIA,92.3,95.06666666666666
1128783,Elijah Moore,Elijah Moore,WR,CLE,97.7,95.33333333333333
1106832,Isiah Pacheco,Isiah Pacheco,RB,KC,90.3,96.17777777777778
750846,Alvin Kamara,Alvin Kamara,RB,NO,79.2,97.0
1176730,Skyy Moore,Skyy Moore,WR,KC,94.0,99.95555555555556
742390,James Conner,James Conner,RB,ARI,70.0,100.77777777777777
838878,Courtland Sutton,Courtland Sutton,WR,DEN,85.9,101.04444444444444
749185,Evan Engram,Evan Engram,TE,JAX,92.1,103.37777777777778
1108208,Rashod Bateman,Rashod Bateman,WR,BAL,106.4,103.48888888888888
824080,Dalvin Cook,Dalvin Cook,RB,NYJ,90.6,105.04444444444444
879981,Daniel Jones,Daniel Jones,QB,NYG,102.8,106.0
1215022,Anthony Richardson,Anthony Richardson,QB,IND,104.1,106.0
935104,Khalil Herbert,Khalil Herbert,RB,CHI,89.6,107.17777777777778
653699,Michael Thomas,Michael Thomas,WR,NO,87.2,107.71111111111111
1116662,Pat Freiermuth,Pat Freiermuth,TE,PIT,108.4,108.71111111111111
591816,Dak Prescott,Dak Prescott,QB,DAL,98.2,109.15555555555555
973966,Brian Robinson,Brian Robinson,RB,WAS,98.6,110.26666666666667
1060545,AJ Dillon,AJ Dillon,RB,GB,107.4,110.66666666666667
1107826,Antonio Gibson,Antonio Gibson,RB,WAS,102.2,110.71111111111111
403308,Kirk Cousins,Kirk Cousins,QB,MIN,101.2,111.62222222222222
974825,Kadarius Toney,Kadarius Toney,WR,KC,105.9,112.4
1164530,Zach Charbonnet,Zach Charbonnet,RB,SEA,112.1,115.15555555555557
832098,David Njoku,David Njoku,TE,CLE,107.7,116.82222222222224
1176443,Jaylen Warren,Jaylen Warren,RB,PIT,118.8,121.60000000000001
513856,Geno Smith,Geno Smith,QB,SEA,111.4,121.93333333333334
820734,Samaje Perine,Samaje Perine,RB,DEN,119.5,122.04444444444445
1122653,Romeo Doubs,Romeo Doubs,WR,GB,111.1,122.11111111111111
880151,Jakobi Meyers,Jakobi Meyers,WR,LV,132.9,122.39999999999999
742387,Tyler Boyd,Tyler Boyd,WR,CIN,125.3,122.44444444444444
589984,Odell Beckham,Odell Beckham,WR,BAL,101.6,122.66666666666667
746491,Zay Jones,Zay Jones,WR,JAX,123.4,126.39999999999999
835909,JuJu Smith-Schuster,JuJu Smith-Schuster,WR,NE,120.2,128.95555555555555
1135513,Dalton Kincaid,Dalton Kincaid,TE,BUF,109.9,129.93333333333334
213957,Aaron Rodgers,Aaron Rodgers,QB,NYJ,111.6,129.93333333333334
727837,Jared Goff,Jared Goff,QB,DET,121.7,132.66666666666666
1213799,Marvin Mims,Marvin Mims,WR,DEN,138.4,133.06666666666666
840691,Rashaad Penny,Rashaad Penny,RB,PHI,132.8,133.2888888888889
1231820,Devon Achane,Devon Achane,RB,MIA,142.3,135.95555555555555
1215035,Tank Bigsby,Tank Bigsby,RB,JAX,121.1,136.22222222222223
837958,Allen Lazard,Allen Lazard,WR,NYJ,120.3,138.11111111111111
563824,Jerick McKinnon,Jerick McKinnon,RB,KC,116.9,138.7111111111111
1175184,Jameson Williams,Jameson Williams,WR,DET,141.1,139.3777777777778
1173538,Rashee Rice,Rashee Rice,WR,KC,129.7,140.06666666666666
1074698,Nico Collins,Nico Collins,WR,HOU,117.1,140.73333333333332
401534,Russell Wilson,Russell Wilson,QB,DEN,134.4,141.3777777777778
1168926,Sam LaPorta,Sam LaPorta,TE,DET,129.7,143.95555555555555
1050833,Elijah Mitchell,Elijah Mitchell,RB,SF,142.7,144.15555555555557
912027,Darnell Mooney,Darnell Mooney,WR,CHI,148.7,144.55555555555554
1106374,Chigoziem Okonkwo,Chigoziem Okonkwo,TE,TEN,155.5,148.60000000000002
830523,Dalton Schultz,Dalton Schultz,TE,HOU,128.4,151.55555555555554
1131198,Tyler Allgeier,Tyler Allgeier,RB,ATL,147.6,153.55555555555554
604176,Tyler Higbee,Tyler Higbee,TE,LA,135.7,153.60000000000002
1130705,Kenneth Gainwell,Kenneth Gainwell,RB,PHI,150.0,153.7111111111111
606501,Raheem Mostert,Raheem Mostert,RB,MIA,130.5,154.06666666666666
884014,Damien Harris,Damien Harris,RB,BUF,156.0,155.06666666666666
1176782,Jonathan Mingo,Jonathan Mingo,WR,CAR,163.4,158.06666666666666
1163265,Roschon Johnson,Roschon Johnson,RB,CHI,161.4,160.2888888888889
1169430,Tyjae Spears,Tyjae Spears,RB,TEN,161.7,161.22222222222223
976924,Kenny Pickett,Kenny Pickett,QB,PIT,139.2,161.39999999999998
695311,Jamaal Williams,Jamaal Williams,RB,NO,115.1,161.39999999999998
1128085,Greg Dulcich,Greg Dulcich,TE,DEN,165.9,161.4888888888889
1121761,Brock Purdy,Brock Purdy,QB,SF,146.2,162.7111111111111
884080,Van Jefferson,Van Jefferson,WR,LA,168.4,163.11111111111111
838487,Gerald Everett,Gerald Everett,TE,LAC,145.5,164.4888888888889
1066765,Cole Kmet,Cole Kmet,TE,CHI,140.3,164.7111111111111
742382,Marquez Valdes-Scantling,Marquez Valdes-Scantling,WR,KC,138.8,166.44444444444446
323205,Matthew Stafford,Matthew Stafford,QB,LA,158.6,167.11111111111111
912070,Michael Gallup,Michael Gallup,WR,DAL,156.6,167.22222222222223
1123398,Jayden Reed,Jayden Reed,WR,GB,169.1,167.55555555555554
496083,Derek Carr,Derek Carr,QB,NO,134.0,167.60000000000002
944428,Irv Smith,Irv Smith,TE,CIN,168.7,169.04444444444445
1213867,Kendre Miller,Kendre Miller,RB,NO,171.6,169.04444444444445
834195,Jeff Wilson,Jeff Wilson,RB,MIA,174.6,170.04444444444445
821389,Curtis Samuel,Curtis Samuel,WR,WAS,175.4,172.95555555555555
822008,D.J. Chark,D.J. Chark,WR,CAR,173.7,174.7111111111111
1130270,Rondale Moore,Rondale Moore,WR,ARI,148.8,174.93333333333334
1179790,Luke Musgrave,Luke Musgrave,TE,GB,166.8,175.55555555555554
912137,Jordan Love,Jordan Love,QB,GB,142.7,176.55555555555554
884609,Juwan Johnson,Juwan Johnson,TE,NO,149.7,177.44444444444446
881058,K.J. Osborn,K.J. Osborn,WR,MIN,138.7,179.3777777777778
1168245,Sam Howell,Sam Howell,QB,WAS,156.2,179.39999999999998
879799,Kyler Murray,Kyler Murray,QB,ARI,174.9,179.93333333333334
733643,Adam Thielen,Adam Thielen,WR,CAR,144.2,181.95555555555555
1062047,Chuba Hubbard,Chuba Hubbard,RB,CAR,192.6,184.11111111111111
1107027,Alec Pierce,Alec Pierce,WR,IND,175.8,185.6222222222222
1232892,Jalin Hyatt,Jalin Hyatt,WR,NYG,160.1,185.66666666666666
975387,Isaiah Hodgins,Isaiah Hodgins,WR,NYG,152.8,186.3777777777778
1213257,Bryce Young,Bryce Young,QB,CAR,175.5,188.84444444444443
744425,Hunter Henry,Hunter Henry,TE,NE,192.9,189.06666666666666
728338,Ezekiel Elliott,Ezekiel Elliott,RB,FA,141.6,190.66666666666666
884083,Dawson Knox,Dawson Knox,TE,BUF,180.0,191.0
916466,Devin Singletary,Devin Singletary,RB,HOU,177.9,191.82222222222222
1050234,Donovan Peoples-Jones,Donovan Peoples-Jones,WR,CLE,163.3,192.84444444444443
602241,DeVante Parker,DeVante Parker,WR,NE,190.5,194.22222222222223
923412,Rashid Shaheed,Rashid Shaheed,WR,NO,189.6,197.39999999999998
1125737,Jerome Ford,Jerome Ford,RB,CLE,197.4,198.11111111111111
835443,D'Onta Foreman,D'Onta Foreman,RB,CHI,183.1,198.93333333333334
1059576,Ty Chandler,Ty Chandler,RB,MIN,197.2,200.04444444444445
973945,Mac Jones,Mac Jones,QB,NE,198.1,201.73333333333332
1065361,Jake Ferguson,Jake Ferguson,TE,DAL,160.1,202.17777777777778
1110697,Zamir White,Zamir White,RB,LV,182.2,203.0
380960,Ryan Tannehill,Ryan Tannehill,QB,TEN,198.6,206.0
922026,Mecole Hardman,Mecole Hardman,WR,NYJ,193.7,206.0
503184,Taysom Hill,Taysom Hill,TE,NO,187.6,206.7111111111111
1123529,Michael Wilson,Michael Wilson,WR,ARI,211.5,206.82222222222222
746613,Kareem Hunt,Kareem Hunt,RB,FA,201.7,207.4888888888889
1128222,Nathaniel Dell,Nathaniel Dell,WR,HOU,185.1,207.73333333333332
1167361,Kyren Williams,Kyren Williams,RB,LA,218.1,209.44444444444446
881956,Hayden Hurst,Hayden Hurst,TE,CAR,202.3,209.77777777777777
1059684,Desmond Ridder,Desmond Ridder,QB,ATL,200.6,210.22222222222223
841649,Hunter Renfrow,Hunter Renfrow,WR,LV,197.7,211.06666666666666
555358,Jimmy Garoppolo,Jimmy Garoppolo,QB,LV,182.6,212.06666666666666
1050335,Pierre Strong,Pierre Strong,RB,NE,226.8,212.11111111111111
1215077,Josh Downs,Josh Downs,WR,IND,217.6,212.3777777777778
1232592,Michael Mayer,Michael Mayer,TE,LV,190.7,213.39999999999998
836104,Parris Campbell,Parris Campbell,WR,NYG,201.2,215.44444444444446
1108161,Trey McBride,Trey McBride,TE,ARI,223.3,219.15555555555557
555693,Robert Woods,Robert Woods,WR,HOU,213.7,222.17777777777778
822013,Leonard Fournette,Leonard Fournette,RB,FA,223.3,223.60000000000002
1164875,Wan'Dale Robinson,Wan'Dale Robinson,WR,NYG,228.6,224.66666666666666
1106760,Tutu Atwell,Tutu Atwell,WR,LA,229.2,225.26666666666668
880557,Darius Slayton,Darius Slayton,WR,NYG,202.4,227.06666666666666
739799,Gus Edwards,Gus Edwards,RB,BAL,188.9,227.55555555555554
836152,Mike Gesicki,Mike Gesicki,TE,NE,218.4,228.33333333333334
976650,Clyde Edwards-Helaire,Clyde Edwards-Helaire,RB,KC,203.4,228.55555555555554
861278,Tyler Conklin,Tyler Conklin,TE,NYJ,197.9,229.26666666666668
1228925,Deuce Vaughn,Deuce Vaughn,RB,DAL,179.1,230.7111111111111
1160348,John Metchie,John Metchie,WR,HOU,207.2,231.5111111111111
1173266,Evan Hull,Evan Hull,RB,IND,220.7,233.60000000000002
946094,Chase Claypool,Chase Claypool,WR,CHI,220.9,235.6222222222222
923911,Noah Fant,Noah Fant,TE,SEA,219.5,236.06666666666666
822644,Richie James,Richie James,WR,KC,187.4,236.82222222222222
1059612,Joshua Palmer,Joshua Palmer,WR,LAC,209.2,238.06666666666666
1125111,Isaiah Likely,Isaiah Likely,TE,BAL,210.2,238.5111111111111
878371,Joshua Kelley,Joshua Kelley,RB,LAC,220.9,240.44444444444446
946019,Chris Evans,Chris Evans,RB,CIN,219.3,240.5111111111111
1110725,Justyn Ross,Justyn Ross,WR,KC,206.9,240.6222222222222
609496,Allen Robinson,Allen Robinson,WR,PIT,224.1,244.06666666666666
690153,Cordarrelle Patterson,Cordarrelle Patterson,RB,ATL,214.4,244.95555555555555
1125882,Keaontay Ingram,Keaontay Ingram,RB,ARI,228.6,245.77777777777777
748070,Baker Mayfield,Baker Mayfield,QB,TB,207.7,245.93333333333334
1109285,Terrace Marshall,Terrace Marshall,WR,CAR,228.2,247.22222222222223
1049263,Cade Otton,Cade Otton,TE,TB,213.1,247.88888888888889
1162128,Puka Nacua,Puka Nacua,WR,LA,226.7,250.06666666666666
503177,Zach Ertz,Zach Ertz,TE,ARI,214.9,251.06666666666666
1124664,Cedric Tillman,Cedric Tillman,WR,CLE,227.4,252.0
1166545,Deonte Harty,Deonte Harty,WR,BUF,228.2,257.84444444444443
754412,Kendrick Bourne,Kendrick Bourne,WR,NE,228.0,258.3777777777778
1130603,Khalil Shakir,Khalil Shakir,WR,BUF,221.6,258.82222222222225
1056950,Deon Jackson,Deon Jackson,RB,IND,192.0,262.26666666666665
975503,Jelani Woods,Jelani Woods,TE,IND,229.0,264.6666666666667
749968,Durham Smythe,Durham Smythe,TE,MIA,228.1,268.55555555555554
461620,Marvin Jones,Marvin Jones,WR,DET,217.0,268.8888888888889
702808,Mack Hollins,Mack Hollins,WR,ATL,222.1,272.1111111111111
467405,Latavius Murray,Latavius Murray,RB,BUF,224.8,275.1111111111111
1214084,CJ Stroud,nan,QB,HOU,191.3,
822367,Josh Reynolds,nan,WR,DET,229.2,
933480,Rico Dowdle,nan,RB,DAL,227.7,
1062765,Calvin Austin,nan,WR,PIT,220.4,
949134,Quez Watkins,nan,WR,PHI,228.4,
465949,Randall Cobb,nan,WR,NYJ,225.6,
750097,Matt Breida,nan,RB,NYG,227.9,
