id,Name,adp,Position,Team,rank
c3032705-9198-4d1b-ba45-3d5eb7983645,Brandon Aiyuk,25.8,WR,SF,23.545454545454547
c0c23fc3-862e-481f-824b-04ee87c01392,DeVonta Smith,26.5,WR,PHI,24.242424242424242
2ea6b394-3237-4644-8b49-69cf67b6e8a9,Kyren Williams,27.2,RB,LAR,25.30909090909091
8da0dbe1-4d06-45f3-830a-2112443c2466,Mike Evans,25.7,WR,TB,26.575757575757574
2704e8d7-a534-4bef-9e3d-6d12ff738205,DK Metcalf,28.6,WR,SEA,28.939393939393938
aeec05d9-8fa4-4b9a-a85d-4611dbb12d5f,Stefon Diggs,33.7,WR,HOU,29.78787878787879
f68af97f-836c-472d-8ad2-8b87a19ec178,DJ Moore,30.5,WR,CHI,29.87878787878788
5b733acd-4a48-40f0-9662-51e4540b0351,Saquon Barkley,18.7,RB,PHI,32.18181818181818
2df22d1e-e053-42dd-9c5e-480d1196ff25,Tank Dell,34.2,WR,HOU,32.75757575757576
0f1d4122-0410-4a08-8ec5-564ad56b8d8c,Zay Flowers,38.1,WR,BAL,34.09090909090909
686108bb-239b-4273-a28a-69b9571cc03d,Sam LaPorta,36.7,TE,DET,34.54545454545455
66b13037-5e4c-4b36-a7e7-398cbace2e58,Josh Allen,37.0,QB,BUF,35.42424242424242
d763e0dc-b773-483d-be2a-a49c5ee0046d,Rashee Rice,51.9,WR,KC,37.21969696969697
d27b174c-ed7e-4138-a2c7-ab3fcd3575b3,Tee Higgins,43.1,WR,CIN,37.39393939393939
18a2678b-805b-4ec2-8489-0e677735311b,Travis Kelce,39.1,TE,KC,39.303030303030305
eb7bc4df-1285-4d03-94d4-bf9ab58eea87,Trey McBride,46.0,TE,ARI,40.484848484848484
1028d0c1-94d4-463f-9a3d-3c0bebb060db,Patrick Mahomes,44.0,QB,KC,40.877272727272725
2e8f2806-a076-496d-b610-30c5a9db0098,Derrick Henry,29.3,RB,BAL,41.09090909090909
0c4fb388-7ebc-4e40-947f-90ba2e7f60a3,Michael Pittman,34.8,WR,IND,41.21212121212121
5e0c0398-4cff-4185-9805-3d5b56cb929b,Jalen Hurts,40.7,QB,PHI,41.72727272727273
993baded-bd48-4787-b0ad-ac2996be73a4,Josh Jacobs,50.9,RB,GB,43.002272727272725
b73379fb-c0bf-4624-bb87-5b9daf7ae1ed,Mark Andrews,48.9,TE,BAL,43.17272727272727
951c3ab5-1b70-43de-a537-16376027a240,Isiah Pacheco,36.9,RB,KC,43.60606060606061
d7025fba-a9fc-4295-8a27-b194556a90f9,James Cook,55.0,RB,BUF,45.28181818181818
a9ad9af2-611c-4c9b-9e07-687f619a55ce,Travis Etienne,41.8,RB,JAX,45.333333333333336
2426f790-2c33-4a1d-9074-0a2975affc5d,Amari Cooper,40.5,WR,CLE,45.484848484848484
3641f3d1-3ff6-4d44-91db-47834e41227b,Christian Kirk,48.0,WR,JAX,46.09090909090909
5fd1a37f-4c31-4cc1-82b5-ce980d353aaa,Dalton Kincaid,51.7,TE,BUF,46.303030303030305
f258ff18-d5fd-4dce-af9a-958900eecf52,Lamar Jackson,47.7,QB,BAL,47.121212121212125
0c410b1a-19f9-415f-ae96-11dc81d258dc,George Pickens,43.4,WR,PIT,48.90909090909091
e5c2cbd7-65b7-41a9-b81d-a6e1313571fd,Anthony Richardson,57.0,QB,IND,51.1030303030303
4ffdccda-f8a4-4ec4-90a6-0ddf19626a93,Kyle Pitts,60.4,TE,ATL,52.63636363636363
84b4c137-2193-4e4b-b3de-a74f2eed2ad3,Terry McLaurin,50.9,WR,WAS,54.24242424242424
f1af93fd-af0e-4380-8ae4-519f04a8673c,Xavier Worthy,63.0,WR,KC,54.27272727272727
079b90e6-3ce0-4952-88a6-8e2a3003d6fe,Keenan Allen,55.6,WR,CHI,54.73333333333334
b7b1f316-40a7-4784-a8d1-f972b0dd394f,Diontae Johnson,67.8,WR,CAR,56.38090909090909
501824d3-4a54-4af2-b44a-d3ecd1963f1d,Jayden Reed,60.0,WR,GB,58.78787878787879
0d22526b-00d4-4f61-9c71-7540cd373543,George Kittle,63.7,TE,SF,59.84848484848485
012a73f3-7fe2-427d-89d5-2ddc0fb366e6,Joe Mixon,62.2,RB,HOU,62.72727272727273
144f1a02-d422-4d10-ba5e-349a5daae34b,Rome Odunze,67.6,WR,CHI,63.121212121212125
03fcdf1b-3181-4dc9-9891-5f8db430037f,Kenneth Walker III,65.8,RB,SEA,64.48484848484848
cc6cf04a-9ebb-4f4d-9d39-cc637b2da612,Calvin Ridley,57.6,WR,TEN,65.36363636363636
19f1f476-acd6-4dbd-ac1c-7c4a920bf479,Chris Godwin,61.3,WR,TB,67.06060606060606
d1f113bc-e984-499b-a386-2c38ef7a25d0,C.J. Stroud,70.6,QB,HOU,67.66666666666667
140a874a-e16b-4b51-9640-01797a14e4a1,Rachaad White,62.7,RB,TB,68.51515151515152
e596066b-2a14-4ac2-9b2c-84422febdf32,Brian Thomas Jr.,77.8,WR,JAX,68.57575757575758
94b09be0-23a5-46fd-9484-7aa994983d13,James Conner,78.3,RB,ARI,69.05454545454546
05770873-38ff-4f2c-9fe6-93b30344c8ff,Jameson Williams,82.2,WR,DET,70.60151515151514
71aa400e-7eab-465e-bf0a-1c1f7f407306,Jaxon Smith-Njigba,75.1,WR,SEA,71.48484848484848
bf247202-99b8-442a-9164-7e7b88e3c39c,Kyler Murray,74.6,QB,ARI,71.72272727272728
da9a62a7-26d6-4485-be96-cd693c639448,Ladd McConkey,74.8,WR,LAC,71.96969696969697
905c091a-69b0-4c46-9f4a-0887d6485aaf,Marquise Brown,61.3,WR,KC,73.93939393939394
5482dd3a-89c6-44de-9819-2b27e7af1097,Evan Engram,76.4,TE,JAX,73.93939393939394
f92ed8de-d86d-4837-9230-7ed84bdaf0f3,Jaylen Warren,86.8,RB,PIT,75.62727272727273
1bbd25be-df0b-43c5-a027-2ff0bc886805,David Montgomery,73.1,RB,DET,76.72727272727273
f5867da2-a5d7-46e0-8c3d-87d8f5679ac3,Brock Bowers,96.2,TE,LV,76.96363636363637
7596f380-5b00-47a8-9598-a26c2f107188,Jayden Daniels,99.7,QB,WAS,77.99393939393939
c404a688-5ff2-4ede-a1bd-1e52bd000052,Christian Watson,70.0,WR,GB,78.2
c7a3f5f1-7736-4c0d-9fed-b00b9e39c46b,Aaron Jones,80.6,RB,MIN,79.18181818181819
1775916e-71ef-4b95-beb7-cc387b7d0a26,Rhamondre Stevenson,81.6,RB,NE,81.3030303030303
5938ed56-9d15-4ddb-bbb6-4f2df360082d,Curtis Samuel,87.1,WR,BUF,82.63030303030304
6d7c0fe8-34ac-4c6c-a7ab-3aba41078fc0,Keon Coleman,76.6,WR,BUF,82.9090909090909
010a891d-2b17-4cbc-b8fe-7b3aa74f9e6f,Jordan Addison,86.2,WR,MIN,83.0
8efa33b9-1203-4a58-82f7-2b1104491e97,Alvin Kamara,71.3,RB,NO,84.0909090909091
13b9e9b0-7b2f-4a53-9772-7a2b029a0cec,Joe Burrow,89.5,QB,CIN,84.93939393939394
21b4aa19-67f2-4f75-9580-e7de8402ec95,Jake Ferguson,84.9,TE,DAL,85.87878787878788
3346891b-8250-442e-be54-4ffc467140f0,David Njoku,99.2,TE,CLE,86.18181818181817
3e8980e6-5db5-4abf-bf09-961510c13cca,Chase Brown,101.3,RB,CIN,87.0
820e0944-20ba-491d-94a0-9c367bb95d2a,Dak Prescott,95.9,QB,DAL,87.72727272727273
fa6d275b-9843-4a2a-a13f-17b2a6421118,Najee Harris,84.4,RB,PIT,88.0909090909091
59e3addb-e2f7-4d24-8852-eaa61c397dd7,D'Andre Swift,90.2,RB,CHI,89.63636363636364
4cdb965b-ad70-4a6d-9ab5-2d106a11b98f,Javonte Williams,108.8,RB,DEN,90.74393939393939
9edea840-1092-4867-b6ce-7cf21b5a10b0,Jordan Love,95.4,QB,GB,90.93939393939394
1eaa53eb-1685-436a-92f1-5108e9060916,Zamir White,88.9,RB,LV,91.24242424242425
313f9102-552e-42bb-9de8-8cdd09f9f400,Raheem Mostert,92.2,RB,MIA,92.6969696969697
d4aff586-ebb1-48b4-9046-92ced891b82e,Jonathon Brooks,94.4,RB,CAR,93.18181818181819
eab97f05-41eb-44dd-bcd6-b1164453d78f,Romeo Doubs,100.9,WR,GB,96.07575757575758
8f945f72-643c-468a-92f0-5ce4eea02376,Brian Robinson,105.1,RB,WAS,96.19090909090909
d0ab599c-2441-43c7-8e44-355ddcd40fb4,DeAndre Hopkins,85.2,WR,TEN,96.45454545454545
155d3ea9-be02-439b-893f-61cfb7e42e14,Tyjae Spears,108.6,RB,TEN,96.6
1f9caa40-8697-45ed-838a-c5016d5d2b50,Rico Dowdle,128.5,RB,DAL,97.71545454545455
5b58b8bc-4e70-4c59-9b39-5d06ff9cc138,Joshua Palmer,99.5,WR,LAC,100.83454545454546
46af6d96-b1c6-420e-8267-e45b7ee6bed2,Tony Pollard,102.2,RB,TEN,101.03030303030303
3e152432-f6e7-42b7-b71e-fd969103ef58,Zack Moss,101.7,RB,CIN,101.42424242424242
63578ada-4ed4-4316-9f8a-e9aabc341a12,Courtland Sutton,96.1,WR,DEN,101.54545454545455
b8771ac8-365e-47ee-8c89-257ce9c3ed1c,Caleb Williams,110.5,QB,CHI,102.12121212121212
a7ee8a74-bffd-4cc1-8afe-c348540218cb,Dontayvion Wicks,114.6,WR,GB,104.18181818181817
afbfb86b-62fa-4d76-850e-106a8bef1227,Devin Singletary,111.3,RB,NYG,107.45454545454545
34410741-ef23-47e5-b6b4-ec1786d934fa,Brock Purdy,111.3,QB,SF,107.81818181818181
d29d0594-1f4b-4108-8592-046e49e5257f,Tyler Lockett,109.7,WR,SEA,108.66666666666667
cd014c4d-e787-4f56-b0c4-c18b0f98dfd0,Trevor Lawrence,118.4,QB,JAX,110.45454545454545
14655452-ddcb-4917-b5d6-16cba10df015,Khalil Shakir,109.6,WR,BUF,110.84848484848484
e589613d-c3de-4dd1-9cfd-2e28677b4341,Rashid Shaheed,108.1,WR,NO,113.33333333333333
0eae9eff-1161-4e23-8038-c359ca6c1410,Ja'Lynn Polk,129.8,WR,NE,113.37272727272727
b95bd706-6b49-482b-9767-182b062dd5b1,Dallas Goedert,115.3,TE,PHI,114.15151515151516
56346159-6e3e-4ec5-ab5b-4fa6e70a4aa9,Michael Wilson,154.7,WR,ARI,120.24151515151516
e89f7b98-d087-46a4-b20a-53dd65177736,Blake Corum,122.0,RB,LAR,120.27272727272727
bd442576-a4ed-474b-9dbd-941891275718,Jakobi Meyers,119.3,WR,LV,120.3030303030303
b24c197a-b8e2-4ddf-8d0e-b97e30059d08,Tua Tagovailoa,122.9,QB,MIA,121.54545454545455
1c0b3cb2-0f1f-4404-af12-058599ce167f,Jared Goff,124.6,QB,DET,123.6969696969697
6cf1940d-9a54-4eb3-ba14-49e9b822d88d,Jerry Jeudy,123.5,WR,CLE,123.78787878787878
fd40f098-b8ea-462f-9500-a356b073a8c2,Tyler Allgeier,145.0,RB,ATL,124.58181818181819
317274c8-462d-4f3f-99c0-6fe632f9c100,Zach Charbonnet,134.6,RB,SEA,125.39393939393939
808b51b2-dbf2-4023-9231-cd5f910afe6f,Adonai Mitchell,128.2,WR,IND,127.81818181818181
9461990e-fcb5-461a-aef0-cd430b33a1c8,Pat Freiermuth,128.6,TE,PIT,128.15454545454546
9d484486-6555-41e2-9e4b-b9b4b4a73852,Gabe Davis,132.1,WR,JAX,128.8181818181818
2642260c-f775-4263-977c-4584914f0418,Gus Edwards,120.5,RB,LAC,129.1818181818182
542c1523-b23e-42fd-add6-29db4ec3dc1d,Trey Benson,122.3,RB,ARI,129.45454545454547
4d0feb32-2c3d-4ba3-97a5-3255e2d8afd2,Darnell Mooney,141.8,WR,ATL,129.66595454545455
7e7c2085-c78c-4d08-b286-0fe4e199a8b0,Austin Ekeler,131.2,RB,WAS,130.75757575757575
ff2e5025-2e5a-42f1-b618-d49879ee4137,Mike Williams,133.8,WR,NYJ,131.36363636363637
dd65067d-22f1-4262-9511-1722ec842441,Brandin Cooks,116.3,WR,DAL,132.72727272727272
c4ee1373-10f2-47bb-a333-0bbc1047fee3,Nick Chubb,127.6,RB,CLE,132.8181818181818
28d325d3-3f66-4334-8c97-7e886cbb0218,Kirk Cousins,143.9,QB,ATL,132.96969696969697
3a7f32f4-cdb6-4be0-a1b5-6c216802dc4c,Ezekiel Elliott,126.5,RB,DAL,134.45454545454547
05ae34fa-4c89-4171-aec5-3a9cf44970be,Ty Chandler,140.0,RB,MIN,134.57575757575756
781c6385-c420-4a04-a546-e7244b0f421d,Xavier Legette,151.8,WR,CAR,137.12727272727275
639efdda-8c57-4da3-83d2-30f2471bfc02,Justin Herbert,140.9,QB,LAC,137.54545454545453
49edc4f4-dc78-467d-8ddb-a5585fcb54e9,Jerome Ford,125.9,RB,CLE,137.93939393939394
d79e99d3-9a96-438e-a237-b5a1f6309909,Dalton Schultz,133.0,TE,HOU,138.78787878787878
eb04ead7-a136-4dfd-9bc0-36062253808f,Josh Downs,140.9,WR,IND,140.12121212121212
f55e4b60-80f9-4a44-bc29-a1e8af4d1396,Braelon Allen,181.7,RB,NYJ,142.7409090909091
ffffe221-e468-4aa4-a89c-814ff9d84e24,Jaylen Wright,151.9,RB,MIA,143.3030303030303
7add997e-ddf5-4dd6-b818-4747a6c23448,Ray Davis,161.7,RB,BUF,146.84848484848484
83050f3b-3f33-4e5b-ad16-b0a82eefdcbb,T.J. Hockenson,142.9,TE,MIN,149.0
ba62ae9e-6556-4eec-abd8-24061cbc3b64,MarShawn Lloyd,150.8,RB,GB,149.03030303030303
6835cc77-2259-460a-96d2-4593cac34fe4,Luke Musgrave,148.0,TE,GB,149.42424242424244
7e343d94-5993-4398-b8e1-d251ce8cddf6,Aaron Rodgers,158.8,QB,NYJ,150.6060606060606
2c21c617-0373-467a-aa15-1e0e678d9630,Matthew Stafford,147.8,QB,LAR,151.63636363636363
8f7f70cb-d238-4263-a283-67fa1e0d8e88,Noah Fant,164.4,TE,SEA,152.53636363636366
ba20ed45-635f-42e7-bd40-6f11de194256,Demario Douglas,158.0,WR,NE,153.1909090909091
5a586c9b-29bb-4966-822f-20cbf961d487,Deshaun Watson,153.3,QB,CLE,153.45454545454547
d03ce45d-ed3f-40cf-8ae2-a7fb49ef2eab,Jalen McMillan,172.6,WR,TB,153.53454545454545
63eec11c-1dd4-4fc1-9d4c-518113126176,Andrei Iosivas,197.6,WR,CIN,153.56666666666666
8b1ee1f2-c7a2-4e99-a044-780eb97933c7,Justin Fields,178.3,QB,PIT,154.26212121212123
3818318a-eae9-4e5e-97b7-fc9c17aff78d,Chuba Hubbard,153.0,RB,CAR,154.42424242424244
1a11d2ae-c4b1-400c-bf2e-d4dca13800e6,Cole Kmet,141.4,TE,CHI,154.63636363636363
5f0c0506-0633-48ed-82c8-84e8ccca391b,Jaleel McLaughlin,153.5,RB,DEN,155.12121212121212
e1e19ee9-01a4-472f-8e74-626a4607e6d1,Wan'Dale Robinson,166.7,WR,NYG,157.6969696969697
63fee59f-b98f-4a3b-b166-6f5dd8382977,Jahan Dotson,137.4,WR,WAS,159.3030303030303
a3694f7f-d96e-4a5c-9965-f877c14cf007,J.K. Dobbins,149.1,RB,LAC,160.24242424242425
2cbcf238-c3f6-456f-966a-8c89943c11f2,Bucky Irving,170.5,RB,TB,160.63636363636363
b281e42f-9b24-4361-96c1-7ef192f20315,Khalil Herbert,174.7,RB,CHI,160.6969696969697
8455944d-c59f-4f25-a201-2a0785a34543,Antonio Gibson,168.3,RB,NE,161.42424242424244
edb873b8-24e4-46c7-a82e-01efdedd9ff3,Geno Smith,168.6,QB,SEA,162.87878787878788
79b314eb-c128-42af-81d1-74d02e202c73,Greg Dortch,189.7,WR,ARI,164.61
32b80205-735b-4646-962e-4485d512a029,Ricky Pearsall,150.1,WR,SF,164.63636363636363
3d994e25-98b0-4fe4-8e43-45caa3b05889,Baker Mayfield,164.9,QB,TB,164.72727272727272
7d9fe5a5-046a-497a-9edd-cd0fe22704e7,Hunter Henry,159.1,TE,NE,168.27272727272728
b934b6d1-f3f7-4e85-9093-61752570be82,Rashod Bateman,163.5,WR,BAL,168.6060606060606
96e18685-a5d7-4bce-9803-406cd96537cb,Isaiah Likely,177.0,TE,BAL,169.93636363636364
7f61052c-f7f1-46a1-9486-afbbdebf9e9e,Jermaine Burton,173.3,WR,CIN,171.5709090909091
1a953802-dab8-461f-983f-7695316f109f,Jalen Tolbert,181.5,WR,DAL,171.72727272727272
559fb2bc-fb75-45f8-8872-32bdc051ef1b,Drake Maye,204.2,QB,NE,172.85454545454547
283389c2-edc9-43fb-a311-fcd3e14f483b,Javon Baker,205.7,WR,NE,175.74545454545455
c1bf2279-8822-483c-a471-eca605165780,Tyler Conklin,167.9,TE,NYJ,176.0
feaa26c4-cff4-487a-970a-ddad711e5b09,Malachi Corley,187.6,WR,NYJ,178.21212121212122
219e05a7-6e17-4f64-a2ae-2023dd01ecb3,Adam Thielen,159.7,WR,CAR,178.72727272727272
7c3b8c65-cee7-441a-b656-dc0f9e592075,Ben Sinnott,197.9,TE,WAS,179.0909090909091
1dab82ca-7aea-4818-b0e0-b56aae0f686f,Will Levis,173.6,QB,TEN,179.63636363636363
156f87f5-8039-4e08-b878-f03c220c2923,Demarcus Robinson,169.3,WR,LAR,181.6969696969697
8e8ab6f3-17ee-4fd2-b267-49e1d20b6d12,Juwan Johnson,200.5,TE,NO,182.0
fc3f376b-6891-4be4-be49-125ac078306d,Audric Estime,187.4,RB,DEN,183.63636363636363
2f43f271-81a2-428d-be67-22331f8cc23e,Cade Otton,175.6,TE,TB,186.66666666666666
fc1ccabb-3073-4b34-a1c4-3310e43d369e,Marvin Mims,178.5,WR,DEN,187.72727272727272
7758c18a-e90d-4730-b4d9-e576e1edde66,Derek Carr,200.8,QB,NO,190.0
ff629d5a-a1a0-41aa-be94-384346c39dd0,Kendre Miller,199.7,RB,NO,190.45454545454547
d22c8282-2db7-48ec-ac2c-825f00eac244,Jonnu Smith,184.8,TE,MIA,191.75757575757575
a9621925-0793-4d79-ad41-0f568611b6b5,Daniel Jones,188.4,QB,NYG,192.12121212121212
7680a072-4119-42eb-9d1b-031c94180600,Roschon Johnson,205.7,RB,CHI,193.1818181818182
78a87fe4-0865-48fc-b9a2-cde47573850a,Dameon Pierce,195.2,RB,HOU,195.4848484848485
8f16025a-ffe0-4efa-836e-b71ae20db9e9,Bo Nix,206.1,QB,DEN,196.54545454545453
988bab92-36df-41d0-90d3-86d936f37c90,Bryce Young,193.7,QB,CAR,198.8181818181818
1fe1828f-95e2-4ee6-a853-b15a778297b1,Luke McCaffrey,198.3,WR,WAS,199.87878787878788
d5eb08a8-9cfd-4355-8ef8-68520f7ddcc2,Tank Bigsby,210.2,RB,JAX,200.24242424242425
77d67f97-1de2-4ded-a444-027232e14d35,Will Shipley,209.1,RB,PHI,200.3939393939394
ee4764a1-5eaa-450f-bfb6-fda7fd37485f,Roman Wilson,201.4,WR,PIT,200.57575757575756
a12d7960-6735-4cd5-a17b-a6fd9011f9ca,Colby Parkinson,208.1,TE,LAR,208.21212121212122
d1320ecb-9461-4fba-97c1-d40ae8c36cb5,Quentin Johnston,175.8,WR,LAC,208.96969696969697
450097ed-6eb2-419a-897c-cddc4aa48a51,Greg Dulcich,212.5,TE,DEN,210.06060606060606
fe172b50-3a9a-4b92-bfd7-7c4806855cd3,Troy Franklin,197.6,WR,DEN,211.24242424242425
aa442ff3-158d-4084-bc7d-31672fba2a61,Jalin Hyatt,209.8,WR,NYG,212.03030303030303
220b09df-76f5-4c09-b525-7bd4113aa51a,Theo Johnson,209.5,TE,NYG,215.0
0500233c-15fa-4054-a18c-558c519b6ef3,Dawson Knox,213.3,TE,BUF,215.0
f71fb47b-cb8d-436b-a9ea-3a8f7d4da6f5,Chigoziem Okonkwo,200.9,TE,TEN,216.42424242424244
878411ca-a020-4d88-8937-615d79934cb2,Elijah Mitchell,192.0,RB,SF,216.93939393939394
df7ae891-91f9-4ca9-a9cd-943bf8d3d548,Michael Mayer,215.5,TE,LV,217.3939393939394
d2a89bb9-9dc8-4667-8389-75ab8de01b47,Dylan Laube,213.8,RB,LV,218.3030303030303
b85602ca-8575-47c6-9cd5-36aaeaab7038,Tyler Boyd,199.2,WR,TEN,221.72727272727272
54969679-9dbf-4deb-a186-d074a361be7d,Devontez Walker,213.6,WR,BAL,221.93939393939394
4fc64fed-2d9b-48b3-b191-fa68ffd14df4,Kendrick Bourne,215.6,WR,NE,222.93939393939394
e924f874-0ed1-4a72-a3f7-e4980b9eabf4,D'Onta Foreman,215.6,RB,CLE,228.45454545454547
71207b30-eb62-41d8-94af-120bf98f5097,Malik Washington,214.2,WR,MIA,229.6060606060606
36eacb60-5365-4223-9254-718ee383c69d,Keaton Mitchell,215.1,RB,BAL,231.1818181818182
112e0165-5616-4de6-97fe-3a99d6a48dbe,Tucker Kraft,213.9,TE,GB,235.21212121212122
65ffbb28-dca4-45c1-8f35-b93688f96de6,Ja'Tavion Sanders,215.0,TE,CAR,238.93939393939394
cd52e459-87a8-465f-b612-a51359fa9c19,Samaje Perine,,RB,DEN,241.54545454545453
12d3481b-b7f6-4d82-baa4-3305e68d386d,Jordan Mason,202.2,RB,SF,
1507292b-ae32-4d4c-b453-630ba7b1de42,Sam Darnold,214.9,QB,MIN,
d2247d86-c874-48e7-a4c7-b82e26cd5c18,Josh Reynolds,215.3,WR,DEN,
